2009,1,21,14,5666
2009,1,21,15,5490
2009,1,21,16,5247
2009,1,21,17,4968
2009,1,21,18,4768
2009,1,21,19,4642
2009,1,21,20,4610
2009,1,21,21,4661
2009,1,21,22,4772
2009,1,21,23,4898
2009,1,22,0,4988
2009,1,22,1,4992
2009,1,22,2,4935
2009,1,22,3,4793
2009,1,22,4,4646
2009,1,22,5,4465
2009,1,22,6,4368
2009,1,22,7,4367
2009,1,22,8,4489
2009,1,22,9,4731
2009,1,22,10,5061
2009,1,22,11,5391
2009,1,22,12,5706
2009,1,22,13,5895
2009,1,22,14,5950
2009,1,22,15,5820
2009,1,22,16,5595
2009,1,22,17,5285
2009,1,22,18,4966
2009,1,22,19,4711
2009,1,22,20,4523
2009,1,22,21,4508
2009,1,22,22,4559
2009,1,22,23,4707
2009,1,23,0,4871
2009,1,23,1,5003
2009,1,23,2,5042
2009,1,23,3,4990
2009,1,23,4,4833
2009,1,23,5,4596
2009,1,23,6,4371
2009,1,23,7,4238
2009,1,23,8,4242
2009,1,23,9,4399
2009,1,23,10,4713
2009,1,23,11,5099
2009,1,23,12,5499
2009,1,23,13,5837
2009,1,23,14,6026
2009,1,23,15,6008
2009,1,23,16,5835
2009,1,23,17,5501
2009,1,23,18,5109
2009,1,23,19,4720
2009,1,23,20,4440
2009,1,23,21,4293
2009,1,23,22,4311
2009,1,23,23,4473
2009,1,24,0,4688
2009,1,24,1,4914
2009,1,24,2,5037
2009,1,24,3,5060
2009,1,24,4,4941
2009,1,24,5,4692
2009,1,24,6,4422
2009,1,24,7,4200
2009,1,24,8,4090
2009,1,24,9,4171
2009,1,24,10,4414
2009,1,24,11,4818
2009,1,24,12,5284
2009,1,24,13,5729
2009,1,24,14,6076
2009,1,24,15,6193
2009,1,24,16,6113
2009,1,24,17,5809
2009,1,24,18,5408
2009,1,24,19,4916
2009,1,24,20,4533
2009,1,24,21,4254
2009,1,24,22,4198
2009,1,24,23,4288
2009,1,25,0,4537
2009,1,25,1,4816
2009,1,25,2,5063
2009,1,25,3,5162
2009,1,25,4,5126
2009,1,25,5,4919
2009,1,25,6,4610
2009,1,25,7,4290
2009,1,25,8,4030
2009,1,25,9,3956
2009,1,25,10,4077
2009,1,25,11,4429
2009,1,25,12,4895
2009,1,25,13,5431
2009,1,25,14,5888
2009,1,25,15,6169
2009,1,25,16,6201
2009,1,25,17,5984
2009,1,25,18,5554
2009,1,25,19,5042
2009,1,25,20,4541
2009,1,25,21,4164
2009,1,25,22,3973
2009,1,25,23,4008
2009,1,26,0,4239
2009,1,26,1,4583
2009,1,26,2,4940
2009,1,26,3,5167
2009,1,26,4,5245
2009,1,26,5,5096
2009,1,26,6,4827
2009,1,26,7,4449
2009,1,26,8,4108
2009,1,26,9,3899
2009,1,26,10,3922
2009,1,26,11,4184
2009,1,26,12,4631
2009,1,26,13,5187
2009,1,26,14,5480
2009,1,26,15,5889
2009,1,26,16,6320
2009,1,26,17,6208
2009,1,26,18,5854
2009,1,26,19,5326
2009,1,26,20,4771
2009,1,26,21,4301
2009,1,26,22,4000
2009,1,26,23,3943
2009,1,27,0,4114
2009,1,27,1,4470
2009,1,27,2,4885
2009,1,27,3,5251
2009,1,27,4,5428
2009,1,27,5,5402
2009,1,27,6,5168
2009,1,27,7,4788
2009,1,27,8,4390
2009,1,27,9,4072
2009,1,27,10,3952
2009,1,27,11,4093
